,Vorname,Scope1,Scope2,Scope3,Scope1und2,Scope2und3,Scope1bis3,AbsSeiten,Jahr,Gewichtseinheit,NamePDF
134,Rainer,[40.0],[40.0],"[11.0, 52.0]","[40.0, 41.0, 42.0]",[],[],"[[], [], [206, 204, 205, 222], [161, 204, 109, 110, 27], [], []]",2018,(t) CO2e,FP - Total SA (FP-FR) - Annual Report for period end 31-Dec-2018 (English) - PDF - 16-May-19 - Annual.pdf
135,Rainer,"[548.0, 519.0, 169.0]","[548.0, 1004.0, 19.0]",[],[],[],[],"[[122], [122], [], [], [], []]",2018,tons,Fresenius_Annual_Report_2018_unlocked.pdf
136,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,FRT - Annual Report for period end 31Dec2020 English PDF - 25-Mar-21.pdf
137,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2021,tons,FSR - Annual Report for period end 30Jun2021 English PDF - 16-Sep-21.pdf
138,Rainer,"[983.0, 1754.0, 1237.0]","[33188.0, 38100.0, 46463.0]","[8872.0, 9464.0]",[],[],[],"[[190], [190], [190], [], [], []]",2018,tons,fy2018-consolidated-accounts.pdf
139,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2018,tons,GIV_2018_IntegratedAnnualReport_unlocked (1).pdf
140,Rainer,"[18.5, 21.6, 30.0]","[11.8, 11.6, 30.0]",[18.5],[],[],[],"[[40, 25, 45], [40, 25, 45], [45], [], [], []]",2018,million tonnes,GLEN - Glencore Plc (GLEN-CH) - Annual Report for period end 31-Dec-2018 (English) - PDF - 01-Mar-19 - Annual.pdf
141,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,GNRC - Annual Report for period end 31Dec2020 English PDF - 29-Apr-21.pdf
142,Rainer,"[574.3, 2626.0, 2756.0]","[168.0, 130.0]","[14664.0, 16119.0]","[41.0, 2756.0, 2798.0]",[],[],"[[45], [45], [45], [4, 45], [], []]",2021,tCO2e,GNS - Annual Report for period end 30Jun2021 English PDF - 15-Oct-21.pdf
143,Rainer,[75.0],[75.0],[75.0],[],[],[],"[[90], [90], [90], [], [], []]",2018,tons,Group Annual Integrated Report 2018_Group Generali_final_unlocked.pdf
144,Rainer,"[865.0, 15.0, 46.4]","[865.0, 606.0]",[16.0],"[46.4, 15.0]",[],[],"[[34], [34], [34], [34], [], []]",2018,million tonnes,GSK - GlaxoSmithKline Plc (GSK-GB) - Annual Report for period end 31-Dec-2018 (English) - PDF - 15-Mar-19 - Annual.pdf
145,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,HAL - Annual Report for period end 31Dec2020 English PDF - 06-Apr-21.pdf
146,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,HAL - Annual Report for period end 31Dec2020 English PDF - 23-Mar-21.pdf
147,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2018,tons,Heineken Holding NV 2018 Annual Report.pdf
148,Rainer,[17.0],[],[],[175000.0],[],[],"[[11], [], [], [11, 5], [], []]",2020,tons,HES - Annual Report for period end 31Dec2020 English PDF - 23-Apr-21.pdf
149,Rainer,"[30.0, 975.5]",[672.1],[23.17],[30.0],[],[],"[[49, 50], [50], [50], [49], [], []]",2021,tons,HL - Annual Report for period end 30Jun2021 English PDF - 18-Oct-21.pdf
150,Rainer,[],[559000.0],[],[],[],[],"[[], [68], [], [], [], []]",2018,tons,HSBA - HSBC Holdings Plc (HBC-GB) - Annual Report for period end 31-Dec-2018 (English) - PDF - 06-Mar-19 - Annual.pdf
151,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,HST - Annual Report for period end 31Dec2020 English PDF - 07-Apr-21.pdf
152,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,HSY - Annual Report for period end 31Dec2020 English PDF - 08-Apr-21.pdf
153,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,IFF - Annual Report for period end 31Dec2020 English PDF - 23-Mar-21.pdf
154,Rainer,[39.0],[],[],"[2009.0, 39.0]",[],[],"[[36], [], [], [36], [], []]",2018,tons,IMB - Imperial Brands Plc (IMT-GB) - Annual Report for period end 30-Sep-2018 (English) - PDF - 13-Dec-18 - Annual.pdf
155,Rainer,"[540312.0, 20689.0, 19830.0]","[540312.0, 24450.0, 28172.0]","[50001.0, 238176.0]",[121171.0],[],[],"[[286], [286], [176, 426, 286], [286], [], []]",2018,(t) CO2e,Inditex Annual Report 2018.pdf
156,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2018,tons,Infineon Annual Report 2018_unlocked.pdf
157,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,INFO - Annual Report for period end 30Nov2020 English PDF - 25-Mar-21.pdf
158,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2018,tons,ING2018Converted.pdf
159,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2018,tons,INGA - ING Groep NV (ING-NL) - Annual Report for period end 31-Dec-2018 (English) - PDF - 07-Mar-19 - Annual.pdf
160,Rainer,"[106739.0, 95057.0, 16304.0]",[],[],"[95057.0, 106739.0, 16304.0]",[],[],"[[32, 33, 34, 26, 27, 28, 29, 30, 31], [], [], [32, 33, 34, 26, 27, 28, 29, 30, 31], [], []]",2019,tons,investor-201903293936-1.pdf
161,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,IPG - Annual Report for period end 31Dec2020 English PDF - 16-Apr-21.pdf
162,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2021,tons,JKHY - Annual Report for period end 30Jun2021 English PDF - 06-Oct-21.pdf
163,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,JPM - Annual Report for period end 31Dec2020 English PDF - 07-Apr-21.pdf
164,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,JPM - Annual Report for period end 31Dec2020 English PDF - 09-Apr-21.pdf
165,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2021,tons,KLAC - Annual Report for period end 30Jun2021 English PDF - 08-Oct-21.pdf
166,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2021,tons,KMT - Annual Report for period end 30Jun2021 English PDF - 15-Sep-21.pdf
167,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2018,tons,KONE_Annual_Review_2018__tcm17-78604.pdf
168,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,KSU - Annual Report for period end 31Dec2020 English PDF - 09-Apr-21.pdf
169,Rainer,[178000.0],[],[],[178000.0],[],[],"[[129], [], [], [129], [], []]",2018,tons,Legrand-Dref2018.pdf
170,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,LIN - Annual Report for period end 31Dec2020 English PDF - 07-May-21.pdf
171,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,LIN - Annual Report for period end 31Dec2020 English PDF - 27-Apr-21.pdf
172,Rainer,"[1976.0, 51419.0, 48461.0]","[1976.0, 178771.0, 130916.0]","[130916.0, 72876.0, 65030.0]",[],[],[],"[[27], [27], [27], [], [], []]",2018,tons,LLOY - Lloyds Banking Group Plc (LYG-GB) - Annual Report for period end 31-Dec-2018 (English) - PDF - 20-Feb-19 - Annual.pdf
173,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,LNC - Annual Report for period end 31Dec2020 English PDF - 16-Apr-21.pdf
174,Rainer,"[25.0, 1414.0, 14.0]","[36.0, 25.0, 7132.0]","[36.0, 8792.0, 20.0]",[],[],[],"[[40, 105], [40, 105], [40, 105], [], [], []]",2018,tons,LSEG Annual Report 31 December 2018.pdf
175,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,LUV - Annual Report for period end 31Dec2020 English PDF - 09-Apr-21.pdf
176,Rainer,[],[160872.0],[],[],[],[],"[[], [97], [], [], [], []]",2019,tons,luxottica_group_relazione_finanziaria_annuale_2018_eng_20190410.pdf
177,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,LYB - Annual Report for period end 31Dec2020 English PDF - 12-Apr-21.pdf
178,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,MAR - Annual Report for period end 31Dec2020 English PDF - 06-Apr-21.pdf
179,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,MAS - Annual Report for period end 31Dec2020 English PDF - 09-Apr-21.pdf
180,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2021,t CO2,MB - Annual Report for period end 30Jun2021 English PDF - 11-Oct-21.pdf
181,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2018,tons,MC - LVMH Moët Hennessy Louis Vuitton SE (MC-FR) - Annual Report for period end 31-Dec-2018 (English) - PDF - 29-Mar-19 - Annual.pdf
182,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2021,tons,MCK - Annual Report for period end 31Mar2021 English PDF - 08-Jun-21.pdf
183,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2019,tons,MINT - Annual Report for period end 31Dec2019 English PDF - 03-Sep-21.pdf
184,Rainer,[2002.0],[],[],[2002.0],[],[],"[[11], [], [], [11], [], []]",2020,tons,MMM - Annual Report for period end 31Dec2020 English PDF - 24-Mar-21.pdf
185,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,NEM - Annual Report for period end 31Dec2020 English PDF - 07-Apr-21.pdf
186,Rainer,[],[],[32.3],[210.0],[],[],"[[], [], [20], [20], [], []]",2019,million tonnes,NG - National Grid Plc (NG-GB) - Annual Report for period end 31-Mar-2019 (English) - PDF - 04-Jun-19 - Annual.pdf
187,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,NKE - Annual Report for period end 31Dec2020 English PDF - 08-Sep-21.pdf
188,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2021,tons,NLOK - Annual Report for period end 02Apr2021 English PDF - 04-Aug-21.pdf
189,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2018,tons,NOVN - Novartis AG (NVS-CH) - Annual Report for period end 31-Dec-2018 (English) - PDF - 01-Feb-19 - Annual.pdf
190,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2018,tons,NOVO.B - Novo Nordisk AS (NVO-DK) - Annual Report for period end 31-Dec-2018 (English) - PDF - 01-Feb-19 - Annual.pdf
191,Rainer,"[65.0, 15.0]",[],[],"[65.0, 15.0]",[],[],"[[54], [], [], [54], [], []]",2021,tons,NVDA - Annual Report for period end 31Jan2021 English PDF - 23-Apr-21.pdf
192,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2018,tons,NYSE_SNY_2018.pdf
193,Rainer,"[2007.0, 2005.0]","[2005.0, 2007.0]",[],[],[],[],"[[156], [156, 231], [], [], [], []]",2018,t CO2,OR - L'Oréal SA (OR-FR) - Annual Report for period end 31-Dec-2018 (English) - PDF - 21-Mar-19 - Annual.pdf
194,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,OXY - Annual Report for period end 31Dec2020 English PDF - 21-Apr-21.pdf
195,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2018,tons,Panalpina Management Report 2018.pdf
196,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,PCAR - Annual Report for period end 31Dec2020 English PDF - 25-Mar-21.pdf
197,Rainer,"[17064.0, 11337.0, 8431.0]","[17064.0, 31680.0, 1030.0]",[69.0],[11093.0],[],[],"[[74, 86, 87], [74, 86, 87], [65, 87], [87], [], []]",2021,Tonnes,PETS - Annual Report for period end 25Mar2021 English PDF - 20-Sep-21.pdf
198,Rainer,"[17064.0, 11337.0, 8431.0]","[17064.0, 31680.0, 1030.0]",[69.0],[11093.0],[],[],"[[74, 86, 87], [74, 86, 87], [65, 87], [87], [], []]",2021,Tonnes,PETS2021ConvertedWithPDF24.pdf
199,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2021,tons,PH - Annual Report for period end 30Jun2021 English PDF - 24-Sep-21.pdf
200,Rainer,"[612.0, 38.0, 39.0]",[225.0],"[225.0, 612.0, 751.0]",[],[],[],"[[48, 200], [48], [48], [], [], []]",2018,(t) CO2e,philips-full-annual-report-2018.pdf
201,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,PHM - Annual Report for period end 31Dec2020 English PDF - 07-Apr-21.pdf
202,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,PM - Annual Report for period end 31Dec2020 English PDF - 25-Mar-21.pdf
203,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,PPL - Annual Report for period end 31Dec2020 English PDF - 07-Apr-21.pdf
204,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,PRU - Annual Report for period end 31Dec2020 English PDF - 25-Mar-21.pdf
205,Rainer,"[99.0, 32.0, 96225.0]","[61154.0, 61318.0, 56554.0]","[22545.0, 15306.0]","[99.0, 74488.0, 24.0]",[],[],"[[77, 79], [79], [79], [77, 79], [], []]",2018,tCO2e,prudential-plc-ar-2018.pdf
206,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2018,tons,public.1552038192.4bfbab10-00d6-4a22-aad2-b50f3f232bfb.siemens-annual-report-2018_unlocked.pdf
207,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2021,tons,PVH - Annual Report for period end 31Jan2021 English PDF - 18-May-21.pdf
208,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2021,tons,PVH - Annual Report for period end 31Jan2021 English PDF - 19-May-21.pdf
209,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,PXD - Annual Report for period end 31Dec2020 English PDF - 20-Apr-21.pdf
210,Rainer,"[396070.0, 309179.0]","[396070.0, 309179.0]",[],"[457393.0, 309179.0]",[],[],"[[18], [18], [], [18], [], []]",2018,tCO2e,RB - Reckitt Benckiser Group Plc (RB-GB) - Annual Report for period end 31-Dec-2018 (English) - PDF - 02-Apr-19 - Annual.pdf
211,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,REG - Annual Report for period end 31Dec2020 English PDF - 24-Mar-21.pdf
212,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,RHI - Annual Report for period end 31Dec2020 English PDF - 15-Apr-21.pdf
213,Rainer,"[30.0, 297.0, 971.0]",[178.0],"[407.0, 724.0, 829.0]",[],[],[],"[[34, 123], [], [123], [], [], []]",2021,t CO2,RI - Annual Report for period end 30Jun2021 French PDF - 29-Sep-21.pdf
214,Rainer,"[71.1, 17.8]",[10.8],[],[71.1],[],[],"[[144, 27], [144], [], [27], [], []]",2018,tons,RIO - Rio Tinto Plc (RIO-GB) - Annual Report for period end 31-Dec-2018 (English) - PDF - 07-Mar-19 - Annual.pdf
215,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,ROL - Annual Report for period end 31Dec2020 English PDF - 23-Mar-21.pdf
216,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,RSG - Annual Report for period end 31Dec2020 English PDF - 06-Apr-21.pdf
217,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,RTX - Annual Report for period end 31Dec2020 English PDF - 18-May-21.pdf
218,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2018,tons,sap-2018-annual-report-form-20f.pdf
219,Rainer,"[8584.0, 147950.0, 210063.0]","[139366.0, 180014.0, 104267.0]","[2006.0, 62113.0, 21523.0]","[147950.0, 187936.0, 132.0]",[],[],"[[133, 383], [133, 383], [133, 383], [133, 383], [], []]",2018,tons,SCB_ARA_2018_FINAL.pdf
220,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,SCHW - Annual Report for period end 31Dec2020 English PDF - 02-Apr-21.pdf
221,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2021,tons,SHL - Annual Report for period end 30Jun2021 English PDF - 22-Sep-21.pdf
222,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2021,tons,SHP - Annual Report for period end 04Jul2021 English PDF - 27-Oct-21.pdf
223,Rainer,"[148000.0, 292000.0]",[175.0],[],"[1000.0, 292000.0]",[],[],"[[27, 76], [27], [], [27, 76], [], []]",2020,metric tons,Siemens Energy-sustainability-report-2020.pdf
224,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2021,tons,SJM - Annual Report for period end 30Apr2021 English PDF - 01-Jul-21.pdf
225,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2021,tons,SJM - Annual Report for period end 30Apr2021 English PDF - 17-Jun-21.pdf
226,Rainer,"[16818.0, 15169.0, 14763.0]","[49594.0, 14.37, 56367.0]",[],[],[],[],"[[45], [45], [], [], [], []]",2021,tons,SMIN - Annual Report for period end 31Jul2021 English PDF - 19-Oct-21.pdf
227,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,SO - Annual Report for period end 31Dec2020 English PDF - 12-Apr-21.pdf
228,Rainer,[200.0],[],[],[856.0],[],[],"[[23], [], [], [21], [], []]",2021,tons,SOL - Annual Report for period end 30Jun2021 English PDF - 22-Sep-21.pdf
229,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,STT - Annual Report for period end 31Dec2020 English PDF - 06-Apr-21.pdf
230,Rainer,"[130248.0, 353332.0]","[392.0, 564896.0]",[],"[130248.0, 353332.0]",[],[],"[[188, 127], [188], [], [188, 127], [], []]",2018,tCO2e,SU - Schneider Electric SE (SU-FR) - Annual Report for period end 31-Dec-2018 (English) - PDF - 27-Mar-19 - Annual.pdf
231,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,SYK - Annual Report for period end 31Dec2020 English PDF - 25-Mar-21.pdf
232,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2021,tons,SYNA - Annual Report for period end 26Jun2021 English PDF - 08-Sep-21.pdf
233,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2021,tons,SYY - Annual Report for period end 03Jul2021 English PDF - 06-Oct-21.pdf
234,Rainer,"[39.12, 25.03, 261363.51]","[687000.0, 957459.0]",[2296042.0],[],[],[],"[[209, 124], [116, 124, 28, 117], [209, 124], [], [], []]",2018,tCO2e,TEF - Telefónica SA (TEF-ES) - Annual Report for period end 31-Dec-2018 (English) - PDF - 30-Mar-19 - Annual.pdf
235,Rainer,[],[],[],[2357245.0],[],[],"[[], [], [], [23], [], []]",2018,tons,tesco_ar_2018.pdf
236,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2021,Tonnes,TFF - Annual Report for period end 30Apr2021 English PDF - 29-Oct-21.pdf
237,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2021,tons,TGT - Annual Report for period end 30Jan2021 English PDF - 26-Apr-21.pdf
238,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,TMO - Annual Report for period end 31Dec2020 English PDF - 08-Apr-21.pdf
239,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,TMUS - Annual Report for period end 31Dec2020 English PDF - 21-Apr-21.pdf
240,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,TROW - Annual Report for period end 31Dec2020 English PDF - 24-Mar-21.pdf
241,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2021,tons,TTWO - Annual Report for period end 31Mar2021 English PDF - 30-Jul-21.pdf
242,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2018,tons,UBSG - UBS Group AG (00G7QL-E) - Annual Report for period end 31-Dec-2018 (English) - PDF - 09-Apr-19 - Annual.pdf
243,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,UHS - Annual Report for period end 31Dec2020 English PDF - 07-Apr-21.pdf
244,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2021,tons,ULTA - Annual Report for period end 30Jan2021 English PDF - 21-Apr-21.pdf
245,Rainer,"[773856.0, 120976.0, 1438042.0]","[100924.0, 726167.0]",[],"[793472.0, 120976.0, 1438042.0]",[],[],"[[38], [38], [], [38], [], []]",2018,tons,unilever-annual-report-and-accounts-2018_tcm244-534881_en.pdf
246,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,URI - Annual Report for period end 31Dec2020 English PDF - 23-Mar-21.pdf
247,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2019,tons,VCG_AR_2018_ENG_20190319_hi-res.pdf
248,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2021,tons,VFC - Annual Report for period end 03Apr2021 English PDF - 11-Jun-21.pdf
249,Rainer,[17481.0],[35555.0],"[18.0, 157197.0]",[],[],[],"[[90], [90], [90, 94], [], [], []]",2018,tons,Vivendi-Document-de-reference-2018-VA.pdf
250,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,VNO - Annual Report for period end 31Dec2020 English PDF - 09-Apr-21.pdf
251,Rainer,[],[],[682.0],[],[],[],"[[], [], [35], [], [], []]",2018,tons,VOD - Vodafone Group Plc (VOD-GB) - Annual Report for period end 31-Mar-2018 (English) - PDF - 31-Mar-18 - Annual.pdf
252,Rainer,[100.0],[],[],[],[],[],"[[9, 5], [], [], [], [], []]",2020,tons,VRSK - Annual Report for period end 31Dec2020 English PDF - 02-Apr-21.pdf
253,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,VRSN - Annual Report for period end 31Dec2020 English PDF - 19-Apr-21.pdf
254,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,WAB - Annual Report for period end 31Dec2020 English PDF - 20-Apr-21.pdf
255,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,WFC - Annual Report for period end 31Dec2020 English PDF - 07-Apr-21.pdf
256,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,WST - Annual Report for period end 31Dec2020 English PDF - 23-Mar-21.pdf
257,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2018,t CO2,Y_2018_e_unlocked.pdf
258,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2020,tons,ZTS - Annual Report for period end 31Dec2020 English PDF - 06-Apr-21.pdf
259,Rainer,[],[],[],[],[],[],"[[], [], [], [], [], []]",2018,tons,ZURN - Zurich Insurance Group AG (ZURN-CH) - Annual Report for period end 31-Dec-2018 (English) - PDF - 08-Mar-19 - Annual.pdf
